Rentrée / Session;Série du bac;Genre;Nombre total de bacheliers;Néo-bacheliers poursuivant à l'université (hors IUT) dans une académie différente de celle d'obtention de leur baccalauréat;Néo-bacheliers poursuivant à l'université (hors IUT) dans la même académie que celle d'obtention de leur baccalauréat;Néo-bacheliers poursuivant en IUT dans une académie différente de celle d'obtention de leur baccalauréat;Néo-bacheliers poursuivant en IUT dans la même académie que celle d'obtention de leur baccalauréat;Néo-bacheliers poursuivant dans une CPGE du secteur privé dans une académie différente de celle d'obtention de leur baccalauréat;Néo-bacheliers poursuivant dans une CPGE du secteur privé dans la même académie que celle d'obtention de leur baccalauréat;Néo-bacheliers poursuivant dans une CPGE du secteur public dans une académie différente de celle d'obtention de leur baccalauréat;Néo-bacheliers poursuivant dans une CPGE du secteur public dans la même académie que celle d'obtention de leur baccalauréat;Néo-bacheliers poursuivant en STS (secteur non renseigné) dans une académie différente de celle d'obtention de leur baccalauréat;Néo-bacheliers poursuivant en STS (secteur non renseigné) dans la même académie que celle d'obtention de leur baccalauréat;Néo-bacheliers poursuivant en STS dans le secteur privé dans une académie différente de celle d'obtention de leur baccalauréat;Néo-bacheliers poursuivant en STS dans le secteur privé dans la même académie que celle d'obtention de leur baccalauréat;Néo-bacheliers poursuivant en STS dans le secteur public dans une académie différente de celle d'obtention de leur baccalauréat;Néo-bacheliers poursuivant en STS dans le secteur public dans la même académie que celle d'obtention de leur baccalauréat;Néo-bacheliers poursuivant dans une autre formation (secteur non renseigné) dans une académie différente de celle d'obtention de leur baccalauréat;Néo-bacheliers poursuivant dans une autre formation (secteur non renseigné) dans la même académie que celle d'obtention de leur baccalauréat;Néo-bacheliers poursuivant dans une autre formation du secteur privé dans une académie différente de celle d'obtention de leur baccalauréat;Néo-bacheliers poursuivant dans une autre formation du secteur privé dans la même académie que celle d'obtention de leur baccalauréat;Néo-bacheliers poursuivant dans une autre formation du secteur public dans une académie différente de celle d'obtention de leur baccalauréat;Néo-bacheliers poursuivant dans une autre formation du secteur public dans la même académie que celle d'obtention de leur baccalauréat;Académie du Bac;Code académie du Bac;Code Paysage structure de l'académie
2021;Bac technologique;Masculin;231.0;13.0;47.0;6.0;15.0;0.02;0.0;0.09;0.0;5.35;11.0;5.11;1.0;9.4;53.0;0.0;0.0;1.98;1.0;0.02;0.0;Guyane;A33;bG1mX
2021;Bac professionnel;Féminin;1398.0;22.0;190.0;0.0;3.0;0.0;0.0;0.03;0.0;9.17;42.0;4.43;25.0;22.95;299.0;0.0;0.0;4.33;2.0;5.03;0.0;La Réunion;A28;nILBE
2021;Bac technologique;Masculin;1276.0;25.0;309.0;20.0;63.0;0.09;0.0;5.34;33.0;8.14;43.02;4.43;21.0;20.53;378.0;0.0;0.0;16.56;8.0;5.08;9.0;La Réunion;A28;nILBE
2021;Bac technologique;Féminin;4219.0;40.0;760.0;25.0;405.0;0.06;0.0;3.37;19.0;37.45;203.69;11.99;270.12;40.23;842.06;0.0;0.0;57.87;113.36;34.19;483.0;Lille;A09;kcTzp
2021;Bac général;Masculin;1399.0;163.05;528.0;49.01;140.0;6.5;0.0;61.67;90.01;16.0;15.0;10.75;13.01;26.84;63.05;0.0;0.0;68.52;20.0;31.47;12.0;Limoges;A22;TR3Z5
2021;Bac professionnel;Féminin;748.0;14.0;28.0;0.0;1.0;0.0;0.0;0.02;0.0;15.46;26.01;5.24;27.02;33.56;88.0;0.0;0.0;4.38;1.0;12.02;13.0;Limoges;A22;TR3Z5
2021;Bac professionnel;Masculin;1243.0;5.0;27.0;2.0;3.0;0.0;0.0;0.03;0.0;58.45;114.01;4.21;32.0;57.9;197.0;0.0;0.0;3.44;3.0;3.03;1.0;Limoges;A22;TR3Z5
2021;Bac général;Masculin;8075.0;445.25;3031.0;280.05;627.0;61.51;214.75;242.98;484.35;87.07;215.0;28.96;218.25;55.21;109.25;0.0;0.0;560.38;498.31;181.6;156.0;Lyon;A10;KwdKs
2021;Bac professionnel;Féminin;3584.0;37.0;222.0;7.0;4.0;0.0;0.0;0.1;0.0;90.76;426.85;45.2;267.2;83.06;327.05;0.0;0.0;14.15;65.47;24.1;108.0;Lyon;A10;KwdKs
2021;Bac technologique;Féminin;3457.0;78.0;564.0;80.0;308.0;1.05;1.0;13.05;41.05;77.97;347.0;26.6;230.1;139.76;451.3;0.0;0.0;61.14;163.13;74.15;231.0;Lyon;A10;KwdKs
2021;Bac général;Masculin;841.0;360.03;0.0;27.01;0.0;7.97;0.0;25.66;62.01;6.58;15.01;5.49;22.0;13.21;82.01;0.0;0.0;43.04;28.0;23.31;11.0;Martinique;A31;K54Y8
2021;Bac technologique;Féminin;462.0;113.0;0.0;22.0;0.0;0.01;0.0;0.13;12.0;4.99;15.0;1.2;26.0;10.59;137.0;0.0;0.0;8.84;6.0;19.02;6.0;Martinique;A31;K54Y8
2021;Bac technologique;Féminin;614.0;162.0;37.0;18.0;0.0;0.01;0.0;0.13;0.0;6.94;0.0;9.19;0.0;99.57;121.01;0.0;0.0;3.78;2.0;6.02;3.0;Mayotte;A43;Q7yZw
2021;Bac technologique;Masculin;476.0;100.0;21.0;20.0;0.0;0.03;0.0;1.13;3.0;2.92;0.0;13.16;0.0;105.57;70.0;0.0;0.0;2.82;0.0;1.03;4.0;Mayotte;A43;Q7yZw
2021;Bac général;Masculin;6223.0;586.19;2495.0;210.04;369.0;50.07;91.35;259.14;348.23;61.92;285.25;35.0;120.27;59.06;100.08;0.0;4.0;354.33;127.32;177.95;71.08;Montpellier;A11;p095y
2021;Bac technologique;Féminin;2780.0;87.0;581.0;65.0;120.0;2.04;0.0;14.86;41.0;54.08;237.12;33.17;125.16;75.81;464.12;0.0;0.0;59.12;37.76;79.12;122.0;Montpellier;A11;p095y
2021;Bac technologique;Masculin;2845.0;77.0;392.0;124.0;187.0;1.16;0.08;18.86;57.0;66.96;262.12;27.05;149.04;104.54;610.35;0.0;1.0;57.85;28.35;23.19;33.0;Montpellier;A11;p095y
2021;Bac professionnel;Masculin;3811.0;5.0;157.0;2.0;31.0;0.0;0.0;3.09;0.0;53.29;515.16;14.72;100.0;51.02;600.06;0.0;0.0;5.94;4.0;2.09;9.0;Nancy-Metz;A12;lPQ79
2021;Bac technologique;Féminin;2211.0;48.0;349.0;27.0;223.0;0.03;0.0;12.59;17.09;34.44;179.12;20.94;79.12;63.09;447.06;0.0;0.0;36.09;47.03;23.09;202.0;Nancy-Metz;A12;lPQ79
2021;Bac professionnel;Masculin;6586.0;26.0;85.0;7.0;7.0;0.0;0.0;1.17;0.0;154.56;1364.22;46.34;552.0;117.3;493.47;0.0;0.0;31.22;47.03;11.17;8.0;Nantes;A17;aN9g0
2021;Bac technologique;Masculin;3695.0;68.0;259.0;177.0;452.0;2.35;0.0;18.22;26.06;103.34;502.23;34.63;458.0;113.76;545.06;0.0;5.0;97.87;117.85;20.23;23.06;Nantes;A17;aN9g0
2021;Bac général;Masculin;5177.0;550.14;1622.0;153.03;376.0;46.14;63.48;195.05;416.48;44.79;211.56;24.3;62.06;50.49;206.36;0.0;0.0;387.93;96.0;124.43;28.03;Nice;A23;j565G
2021;Bac professionnel;Féminin;1914.0;36.0;121.0;1.0;4.0;0.0;0.0;2.06;0.0;26.39;248.22;22.76;81.03;31.65;290.08;0.0;0.0;12.26;18.0;19.06;16.0;Nice;A23;j565G
2021;Bac général;Masculin;7578.0;571.24;3045.0;190.05;748.0;53.93;39.0;223.4;558.67;73.04;197.14;42.89;147.14;62.56;166.48;0.0;8.0;501.73;225.53;229.31;123.19;Normandie;A70;jyY65
2021;Bac professionnel;Féminin;1826.0;70.0;74.0;6.0;0.0;0.0;0.0;0.08;0.0;52.29;183.98;12.83;134.23;92.19;275.15;0.0;0.0;9.15;33.6;19.08;39.0;Paris;A01;t4Slt
2021;Bac technologique;Masculin;1826.0;104.0;88.0;194.0;55.0;0.23;20.0;29.83;19.0;72.35;114.34;23.98;108.08;83.55;267.23;0.0;0.0;145.75;78.88;24.15;22.04;Paris;A01;t4Slt
2021;Bac professionnel;Masculin;2666.0;11.0;36.0;3.0;1.0;0.0;0.0;1.07;0.0;113.3;417.07;26.52;117.02;92.26;306.07;0.0;0.0;14.7;3.03;5.05;3.02;Poitiers;A13;pIZ6B
2021;Bac technologique;Féminin;1542.0;88.0;197.0;55.0;90.0;1.02;0.0;9.45;3.07;39.8;126.16;32.8;42.0;93.37;199.0;0.0;0.0;44.29;14.1;31.07;69.0;Poitiers;A13;pIZ6B
2021;Bac professionnel;Masculin;2044.0;14.0;42.0;4.0;9.0;0.0;0.0;0.05;0.0;62.79;262.07;15.41;58.0;72.59;397.18;0.0;0.0;9.83;3.02;4.05;8.0;Reims;A19;qeGjv
2021;Bac technologique;Masculin;3934.0;44.0;347.0;220.0;644.0;0.32;53.0;17.13;31.05;73.59;368.48;61.51;485.0;94.27;525.11;1.0;0.0;101.34;44.2;20.27;28.0;Rennes;A14;Vb9DN
2021;Bac général;Féminin;21398.0;6712.29;4683.49;445.0;421.0;188.09;202.33;876.43;768.66;304.91;206.59;165.64;75.68;307.15;227.55;0.0;0.0;2671.1;508.74;902.01;363.68;Versailles;A25;AdzMb
2021;Bac général;Masculin;17172.0;3223.19;3523.29;584.1;679.0;274.91;226.11;1035.78;1063.99;250.54;286.27;121.77;149.39;192.54;214.75;0.0;0.0;2709.67;849.53;596.3;305.75;Versailles;A25;AdzMb
2010;Bac général;Féminin;6966.0;741.26;3130.0;127.04;385.0;60.0;58.0;182.04;439.0;15.58;51.09;42.39;396.04;65.04;239.0;342.78;145.67;32.4;17.0;35.92;26.0;Aix-Marseille;A02;Nsga9
2010;Bac professionnel;Féminin;2399.0;29.0;320.0;0.0;15.0;0.0;0.0;0.0;0.0;12.72;74.13;7.04;97.0;19.0;184.0;9.62;1.33;0.0;0.0;0.0;0.0;Aix-Marseille;A02;Nsga9
2010;Bac technologique;Masculin;2764.0;64.04;418.0;113.0;207.0;2.0;4.0;14.0;32.0;20.98;92.17;22.04;391.0;104.0;851.0;54.86;16.22;0.0;6.0;2.0;10.0;Aix-Marseille;A02;Nsga9
2010;Bac professionnel;Masculin;1394.0;8.0;47.0;6.0;13.0;0.0;0.0;0.0;0.0;34.09;190.17;9.0;40.0;34.04;284.0;4.15;2.09;0.0;0.0;0.0;0.0;Besançon;A03;XTUly
2010;Bac professionnel;Masculin;3251.0;13.0;109.0;5.0;10.0;0.0;0.0;0.0;0.0;62.89;190.41;10.0;118.0;98.09;376.0;9.7;4.68;0.0;0.0;0.0;0.0;Bordeaux;A04;DssZ6
2010;Bac général;Masculin;499.0;67.01;161.0;12.0;65.0;2.0;0.0;14.0;27.0;4.44;15.0;2.03;1.0;5.0;23.0;27.19;1.01;0.03;0.0;4.19;5.0;Corse;A27;V4RgR
2010;Bac technologique;Féminin;257.0;17.0;43.0;7.0;19.0;0.0;0.0;1.0;0.0;0.41;8.0;4.01;5.0;9.0;49.0;4.34;1.0;0.01;0.0;1.0;2.0;Corse;A27;V4RgR
2010;Bac technologique;Masculin;4460.0;265.06;636.0;159.0;339.0;5.0;0.0;17.0;36.0;96.87;92.31;75.06;173.0;345.0;1286.0;92.81;23.77;1.0;8.0;24.0;33.0;Créteil;A24;Um9ge
2010;Bac technologique;Féminin;1680.0;73.02;233.0;44.0;78.0;0.0;0.0;2.0;15.0;13.74;29.0;33.09;133.0;111.02;327.0;59.98;61.3;4.05;0.0;0.0;14.0;Dijon;A07;L357G
2010;Bac général;Féminin;1391.0;240.04;609.01;18.01;23.0;2.0;19.0;31.01;65.0;1.11;22.01;8.09;18.0;31.01;103.0;56.66;2.02;6.28;0.0;12.77;18.0;Guadeloupe;A32;e7zrb
2010;Bac technologique;Masculin;546.0;45.01;108.0;13.0;8.0;0.0;0.0;4.0;6.0;2.8;0.0;7.01;50.0;54.0;156.0;9.29;0.0;1.0;0.0;2.0;5.0;Guadeloupe;A32;e7zrb
2010;Bac général;Masculin;276.0;161.01;0.0;30.0;0.0;1.0;0.0;19.0;14.0;1.34;0.0;3.02;0.0;9.0;11.0;16.46;0.0;1.02;0.0;5.14;0.0;Guyane;A33;bG1mX
2010;Bac professionnel;Masculin;215.0;32.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.9;0.0;0.0;0.0;13.01;21.0;0.61;0.0;0.0;0.0;0.0;0.0;Guyane;A33;bG1mX
2010;Bac technologique;Féminin;1342.0;59.02;414.0;9.0;39.0;0.0;0.0;3.0;16.0;4.78;8.03;8.06;15.0;37.02;428.0;15.74;5.02;0.03;0.0;1.0;16.0;La Réunion;A28;nILBE
2010;Bac général;Masculin;1143.0;139.04;374.0;50.0;190.0;7.0;0.0;62.0;97.0;2.23;1.02;6.08;10.0;28.01;58.0;76.66;19.04;4.09;0.0;9.53;11.0;Limoges;A22;TR3Z5
2010;Bac professionnel;Féminin;485.0;8.0;18.0;0.0;1.0;0.0;0.0;0.0;0.0;4.53;1.01;2.01;14.0;23.0;45.0;2.23;0.0;0.0;0.0;0.0;0.0;Limoges;A22;TR3Z5
2010;Bac technologique;Féminin;720.0;35.01;94.0;15.0;49.0;0.0;0.0;1.0;0.0;3.11;0.05;18.04;31.0;69.01;193.0;15.41;15.0;0.02;0.0;2.0;4.0;Limoges;A22;TR3Z5
2010;Bac professionnel;Féminin;532.0;50.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;1.11;20.01;5.01;20.0;14.0;81.0;1.61;0.01;0.0;0.0;0.0;0.0;Martinique;A31;K54Y8
2010;Bac professionnel;Masculin;617.0;32.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;2.4;11.0;2.0;3.0;20.01;91.0;1.61;0.01;0.0;0.0;0.0;0.0;Martinique;A31;K54Y8
2010;Bac technologique;Féminin;632.0;156.01;0.0;21.0;0.0;0.0;0.0;3.0;7.0;0.83;2.01;3.03;49.0;30.01;143.0;9.81;2.04;1.01;2.0;0.0;1.0;Martinique;A31;K54Y8
2010;Bac général;Masculin;6701.0;448.16;2158.05;213.0;797.0;48.0;244.0;186.0;652.0;13.94;64.0;41.44;397.0;46.05;232.0;549.6;194.16;6.44;284.05;49.95;52.0;Nantes;A17;aN9g0
2010;Bac technologique;Masculin;3382.0;59.05;347.0;83.0;309.0;3.0;6.0;7.0;42.0;37.04;170.44;41.05;711.0;135.0;891.0;97.01;21.74;1.0;46.0;3.0;21.0;Nantes;A17;aN9g0
2010;Bac général;Féminin;5183.0;817.17;1849.0;82.03;347.0;35.0;30.0;136.03;322.0;14.22;29.48;41.28;195.0;48.03;213.0;344.83;52.66;12.91;0.0;38.56;12.0;Nice;A23;j565G
2010;Bac général;Féminin;7865.0;720.3;3375.0;112.05;612.0;36.0;12.0;185.05;443.0;15.67;53.74;56.49;238.0;77.05;463.0;365.87;289.81;50.58;0.0;59.44;52.0;Normandie;A70;jyY65
2010;Bac professionnel;Féminin;3006.0;20.0;155.0;0.0;24.0;0.0;0.0;0.0;0.0;21.56;97.18;17.05;162.0;52.0;300.0;12.92;4.32;0.0;0.0;1.0;0.0;Normandie;A70;jyY65
2010;Bac professionnel;Masculin;2180.0;9.0;58.0;2.0;17.0;0.0;0.0;0.0;0.0;67.01;262.14;14.0;76.0;60.07;302.0;8.21;0.04;0.0;0.0;0.0;0.0;Orléans-Tours;A18;K564L
2010;Bac technologique;Masculin;2306.0;71.04;271.0;90.0;215.0;7.0;0.0;23.0;12.0;42.42;123.18;33.04;172.0;172.0;708.0;55.61;7.31;0.0;0.0;0.0;8.0;Orléans-Tours;A18;K564L
2010;Bac professionnel;Féminin;1456.0;17.0;64.0;3.0;5.0;0.0;0.0;0.0;0.0;13.59;136.07;11.02;59.0;34.0;141.0;10.32;5.0;0.0;0.0;0.0;1.0;Poitiers;A13;pIZ6B
2010;Bac professionnel;Masculin;1914.0;12.0;41.0;2.0;8.0;0.0;0.0;0.0;0.0;47.79;259.05;13.0;69.0;54.02;298.02;5.32;2.0;0.0;0.0;0.0;0.0;Poitiers;A13;pIZ6B
2010;Bac technologique;Féminin;1650.0;68.02;247.0;39.0;68.0;2.0;0.0;6.0;4.0;6.68;47.07;39.09;86.0;81.02;351.0;34.39;43.01;1.05;0.0;0.0;7.0;Poitiers;A13;pIZ6B
2010;Bac technologique;Masculin;1513.0;45.02;179.0;33.0;182.0;1.0;0.0;2.0;22.0;15.85;68.05;30.02;77.0;84.0;452.0;28.5;17.01;1.0;0.0;0.0;4.0;Poitiers;A13;pIZ6B
2010;Bac professionnel;Masculin;1571.0;13.0;57.0;3.0;16.0;0.0;0.0;0.0;0.0;43.68;109.1;20.0;38.0;46.04;243.0;4.53;1.07;0.0;0.0;0.0;0.0;Reims;A19;qeGjv
2010;Bac général;Masculin;6152.0;237.21;2195.0;203.0;1037.0;56.0;157.0;125.0;663.0;9.55;13.0;33.41;256.0;49.05;130.0;429.1;227.2;51.46;21.0;59.78;28.0;Rennes;A14;Vb9DN
2010;Bac général;Masculin;3443.0;100.08;1492.03;105.0;513.0;21.0;18.0;57.0;422.0;11.52;30.03;11.22;44.0;32.03;140.0;222.5;39.63;4.25;9.0;68.51;15.0;Strasbourg;A15;yIx1Q
2010;Bac technologique;Féminin;2815.0;64.04;469.0;32.0;189.0;0.0;0.0;1.0;18.0;8.56;43.42;39.17;314.0;148.04;529.0;68.32;32.18;0.08;7.0;2.0;12.0;Toulouse;A16;ZpaDh
2010;Bac professionnel;Féminin;3994.0;143.0;325.0;16.0;10.0;0.0;0.0;0.0;0.0;68.09;269.28;42.09;45.0;105.0;645.0;33.12;9.74;0.0;1.0;11.0;1.0;Versailles;A25;AdzMb
2010;Bac technologique;Masculin;5407.0;241.09;681.0;232.0;530.0;5.0;10.0;33.0;81.0;68.29;199.92;124.09;228.0;351.0;1427.0;173.27;60.03;7.0;6.0;28.0;22.0;Versailles;A25;AdzMb
2011;Bac général;Féminin;7046.0;777.47;2994.09;109.0;379.0;57.0;45.0;202.0;480.0;11.91;5.0;40.34;427.0;73.13;230.0;245.4;82.22;101.66;69.0;47.84;20.0;Aix-Marseille;A02;Nsga9
2011;Bac professionnel;Féminin;2483.0;29.0;366.0;1.0;10.0;0.0;0.0;0.0;0.0;13.93;17.17;8.0;127.0;32.0;169.0;13.45;5.38;0.0;0.0;3.0;0.0;Aix-Marseille;A02;Nsga9
2011;Bac professionnel;Masculin;2562.0;32.0;76.0;4.0;36.0;0.0;0.0;0.0;0.0;31.5;216.16;18.0;78.0;50.0;291.0;7.38;2.12;0.03;0.0;1.0;2.0;Amiens;A20;qRVdr
2011;Bac technologique;Féminin;2089.0;99.05;275.0;37.0;91.0;0.0;0.0;9.0;13.0;15.3;33.05;27.11;92.0;83.05;452.0;44.13;157.19;4.0;2.0;2.0;9.0;Amiens;A20;qRVdr
2011;Bac professionnel;Féminin;1380.0;30.0;94.0;3.0;15.0;0.0;0.0;0.0;0.0;11.27;53.04;17.0;83.0;29.0;237.0;7.0;4.05;0.0;0.0;0.0;0.0;Besançon;A03;XTUly
2011;Bac général;Masculin;2083.0;195.08;734.0;110.06;246.0;16.0;31.0;67.04;222.0;8.89;7.0;23.21;35.0;36.02;88.0;129.12;17.78;24.13;41.0;23.79;7.0;Clermont-Ferrand;A06;lE9Jm
2011;Bac professionnel;Masculin;5473.0;123.0;430.0;4.0;51.0;0.0;0.0;0.0;0.0;177.22;78.06;46.0;117.0;167.0;739.0;17.39;0.0;1.06;0.0;7.0;0.0;Créteil;A24;Um9ge
2011;Bac technologique;Féminin;1627.0;71.05;215.0;43.0;88.0;1.0;0.0;4.0;13.0;14.76;29.0;26.1;113.0;118.05;255.0;42.28;48.32;4.0;0.0;2.0;10.0;Dijon;A07;L357G
2011;Bac général;Masculin;6256.0;993.19;1584.0;288.14;957.0;109.0;25.0;249.05;502.05;70.87;33.0;54.52;111.0;77.05;180.0;342.74;20.56;102.33;28.0;37.53;93.0;Grenoble;A08;Ma7Zh
2011;Bac professionnel;Masculin;3239.0;16.0;76.0;2.0;33.0;0.0;0.0;0.0;0.0;201.56;161.05;16.0;159.0;42.0;369.0;12.92;0.31;0.05;1.0;0.0;0.0;Grenoble;A08;Ma7Zh
2011;Bac professionnel;Féminin;965.0;20.0;194.0;3.0;1.0;0.0;0.0;0.0;0.0;3.1;25.0;1.0;76.0;20.0;81.0;2.46;0.0;0.0;0.0;0.0;0.0;Guadeloupe;A32;e7zrb
2011;Bac professionnel;Masculin;907.0;14.0;115.0;1.0;1.0;0.0;0.0;0.0;0.0;8.13;9.0;4.0;34.0;50.0;79.0;2.46;0.0;0.01;0.0;0.0;1.0;Guadeloupe;A32;e7zrb
2011;Bac technologique;Masculin;588.0;27.0;115.01;11.0;8.0;0.0;0.0;3.0;15.0;6.2;4.0;6.03;51.0;61.04;162.0;9.96;0.0;2.0;0.0;1.04;4.0;Guadeloupe;A32;e7zrb
2011;Bac général;Masculin;232.0;110.01;0.0;37.01;0.0;3.0;0.0;8.01;13.0;0.54;0.0;1.03;0.0;5.0;10.0;17.83;0.0;2.02;0.0;5.25;0.0;Guyane;A33;bG1mX
2011;Bac professionnel;Masculin;227.0;18.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;1.52;0.0;1.0;0.0;11.0;19.0;0.73;0.0;0.0;0.0;0.0;0.0;Guyane;A33;bG1mX
2011;Bac professionnel;Féminin;1619.0;35.0;408.0;0.0;1.0;0.0;0.0;0.0;0.0;3.68;38.02;1.0;6.0;28.0;151.0;4.31;0.02;0.0;0.0;0.0;0.0;La Réunion;A28;nILBE
2011;Bac technologique;Masculin;984.0;26.02;262.0;23.0;29.0;1.0;0.0;2.0;6.0;8.37;10.02;6.05;22.0;43.06;353.0;15.98;1.02;2.0;4.0;0.06;8.0;La Réunion;A28;nILBE
2011;Bac technologique;Féminin;4828.0;35.13;1001.0;3.0;255.0;0.0;0.0;1.0;10.0;17.15;59.13;18.27;395.0;33.13;1156.0;91.69;261.64;4.0;31.0;0.0;14.0;Lille;A09;kcTzp
2011;Bac technologique;Masculin;4228.0;9.07;773.0;11.0;395.0;0.0;0.0;3.0;29.0;38.26;165.54;22.2;560.0;27.27;1480.0;63.63;32.64;8.0;21.0;0.27;14.0;Lille;A09;kcTzp
2011;Bac professionnel;Masculin;802.0;41.0;0.0;8.0;0.0;0.0;0.0;0.0;0.0;8.04;6.01;6.0;30.0;31.0;102.0;1.93;0.01;0.01;0.0;0.0;0.0;Martinique;A31;K54Y8
2011;Bac technologique;Masculin;479.0;81.01;0.0;21.0;0.0;1.0;0.0;1.0;16.0;3.32;5.0;13.02;73.0;22.03;149.0;7.26;0.03;3.0;2.0;0.03;4.0;Martinique;A31;K54Y8
2011;Bac professionnel;Féminin;336.0;96.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.82;0.0;2.0;0.0;35.0;26.0;0.96;0.0;0.0;0.0;0.0;0.0;Mayotte;A43;Q7yZw
2011;Bac général;Masculin;4557.0;401.16;1734.0;209.12;488.0;55.0;57.0;146.08;372.0;17.17;66.12;29.44;215.0;41.04;158.0;303.51;21.22;54.28;30.0;38.8;26.0;Montpellier;A11;p095y
2011;Bac technologique;Masculin;2539.0;23.04;357.0;35.0;276.0;1.0;0.0;10.0;34.0;35.1;150.22;11.11;134.0;75.15;1002.0;36.44;30.38;6.0;5.0;2.15;11.0;Nancy-Metz;A12;lPQ79
2011;Bac professionnel;Féminin;2453.0;29.0;316.0;4.0;32.0;0.0;0.0;0.0;0.0;8.78;41.0;15.0;165.0;16.0;219.0;7.74;0.2;2.0;0.0;1.0;0.0;Nice;A23;j565G
2011;Bac technologique;Féminin;1743.0;56.06;339.0;16.0;156.0;0.0;0.0;6.0;6.0;7.63;5.03;22.11;148.0;46.06;356.0;31.0;36.73;13.0;0.0;2.0;1.0;Nice;A23;j565G
2011;Bac général;Féminin;7935.0;742.64;3187.0;103.0;702.0;34.0;17.0;199.0;471.0;18.54;44.39;47.39;222.0;87.15;405.0;290.48;184.77;132.91;87.0;82.71;22.0;Normandie;A70;jyY65
2011;Bac technologique;Féminin;3546.0;66.1;548.0;27.0;266.0;0.0;0.0;9.0;21.0;17.45;72.24;35.2;429.0;136.1;750.0;61.95;103.1;11.0;9.0;3.0;22.0;Normandie;A70;jyY65
2011;Bac technologique;Masculin;3087.0;62.05;453.0;63.0;403.0;2.0;0.0;11.0;31.0;40.72;192.49;44.15;300.0;107.2;944.0;46.9;16.1;7.0;13.0;6.2;18.0;Normandie;A70;jyY65
2011;Bac général;Féminin;5864.0;815.47;2383.0;171.0;285.0;26.0;0.0;180.0;284.0;15.69;82.11;52.29;119.0;119.11;194.0;256.59;110.2;158.4;13.0;48.91;12.0;Orléans-Tours;A18;K564L
2011;Bac général;Masculin;4477.0;476.14;1485.0;243.11;511.0;59.0;5.0;142.07;396.0;23.16;70.25;33.39;57.0;60.04;140.0;285.48;41.2;160.25;18.0;63.4;18.0;Orléans-Tours;A18;K564L
2011;Bac technologique;Féminin;2481.0;73.07;344.0;58.0;106.0;0.0;0.0;5.0;5.0;24.8;71.29;52.14;192.0;165.07;496.0;69.83;72.38;9.0;2.0;2.0;12.0;Orléans-Tours;A18;K564L
2011;Bac technologique;Féminin;1784.0;136.09;308.0;68.0;25.0;0.0;0.0;11.0;14.0;16.16;50.55;22.18;866.0;81.09;278.0;45.22;23.37;13.0;32.0;2.0;13.0;Paris;A01;t4Slt
2011;Bac professionnel;Féminin;1926.0;30.0;72.0;5.0;4.0;0.0;0.0;0.0;0.0;9.56;122.02;18.0;78.0;46.0;201.0;8.54;0.0;0.0;1.0;0.0;1.0;Poitiers;A13;pIZ6B
2011;Bac professionnel;Masculin;2233.0;13.0;79.0;7.0;12.0;0.0;0.0;0.0;0.0;38.56;205.09;17.0;81.0;46.0;347.0;6.54;0.0;1.02;2.0;0.0;1.0;Poitiers;A13;pIZ6B
2011;Bac technologique;Féminin;1620.0;84.05;212.0;25.0;85.0;0.0;0.0;4.0;9.0;7.62;47.05;43.09;97.0;64.05;304.0;41.2;42.01;6.0;4.0;0.0;10.0;Poitiers;A13;pIZ6B
2011;Bac général;Féminin;3030.0;457.26;992.0;115.0;219.0;23.0;0.0;97.0;169.0;6.15;19.08;25.16;57.0;51.06;169.0;148.47;75.48;73.78;81.0;36.73;10.0;Reims;A19;qeGjv
2011;Bac général;Féminin;8127.0;477.69;3601.0;156.0;602.0;30.0;80.0;151.0;478.0;9.57;16.0;80.37;419.05;68.16;252.0;325.73;165.33;286.06;75.0;48.25;20.0;Rennes;A14;Vb9DN
2011;Bac technologique;Féminin;2010.0;17.06;346.0;32.0;94.0;1.0;0.0;0.0;21.0;9.62;68.0;12.11;114.0;68.06;470.0;41.24;41.28;3.0;0.0;1.0;18.0;Strasbourg;A15;yIx1Q
2011;Bac technologique;Masculin;1834.0;18.03;267.0;38.0;275.0;0.0;0.0;1.0;56.0;30.4;118.06;12.09;64.0;61.11;605.0;28.22;6.28;3.0;2.0;5.11;15.0;Strasbourg;A15;yIx1Q
2011;Bac professionnel;Féminin;2738.0;29.0;281.0;2.0;6.0;0.0;0.0;0.0;0.0;14.01;106.49;30.0;232.0;71.0;282.0;12.83;6.47;0.0;1.0;0.0;0.0;Toulouse;A16;ZpaDh
2012;Bac professionnel;Masculin;4758.0;40.13;455.0;7.0;7.0;0.0;0.0;0.0;0.0;81.41;208.98;31.0;196.0;88.0;532.0;14.95;0.76;2.0;1.0;0.0;0.0;Aix-Marseille;A02;Nsga9
2012;Bac technologique;Masculin;2782.0;61.0;518.0;71.0;211.0;0.0;10.0;15.0;43.0;28.08;78.31;22.13;407.0;122.04;764.0;44.86;2.14;14.31;9.0;5.0;12.0;Aix-Marseille;A02;Nsga9
