Rentrée / Session;Série du bac;Genre;Nombre total de bacheliers;Néo-bacheliers poursuivant à l'université (hors IUT) dans une académie différente de celle d'obtention de leur baccalauréat;Néo-bacheliers poursuivant à l'université (hors IUT) dans la même académie que celle d'obtention de leur baccalauréat;Néo-bacheliers poursuivant en IUT dans une académie différente de celle d'obtention de leur baccalauréat;Néo-bacheliers poursuivant en IUT dans la même académie que celle d'obtention de leur baccalauréat;Néo-bacheliers poursuivant dans une CPGE du secteur privé dans une académie différente de celle d'obtention de leur baccalauréat;Néo-bacheliers poursuivant dans une CPGE du secteur privé dans la même académie que celle d'obtention de leur baccalauréat;Néo-bacheliers poursuivant dans une CPGE du secteur public dans une académie différente de celle d'obtention de leur baccalauréat;Néo-bacheliers poursuivant dans une CPGE du secteur public dans la même académie que celle d'obtention de leur baccalauréat;Néo-bacheliers poursuivant en STS (secteur non renseigné) dans une académie différente de celle d'obtention de leur baccalauréat;Néo-bacheliers poursuivant en STS (secteur non renseigné) dans la même académie que celle d'obtention de leur baccalauréat;Néo-bacheliers poursuivant en STS dans le secteur privé dans une académie différente de celle d'obtention de leur baccalauréat;Néo-bacheliers poursuivant en STS dans le secteur privé dans la même académie que celle d'obtention de leur baccalauréat;Néo-bacheliers poursuivant en STS dans le secteur public dans une académie différente de celle d'obtention de leur baccalauréat;Néo-bacheliers poursuivant en STS dans le secteur public dans la même académie que celle d'obtention de leur baccalauréat;Néo-bacheliers poursuivant dans une autre formation (secteur non renseigné) dans une académie différente de celle d'obtention de leur baccalauréat;Néo-bacheliers poursuivant dans une autre formation (secteur non renseigné) dans la même académie que celle d'obtention de leur baccalauréat;Néo-bacheliers poursuivant dans une autre formation du secteur privé dans une académie différente de celle d'obtention de leur baccalauréat;Néo-bacheliers poursuivant dans une autre formation du secteur privé dans la même académie que celle d'obtention de leur baccalauréat;Néo-bacheliers poursuivant dans une autre formation du secteur public dans une académie différente de celle d'obtention de leur baccalauréat;Néo-bacheliers poursuivant dans une autre formation du secteur public dans la même académie que celle d'obtention de leur baccalauréat;Académie du Bac;Code académie du Bac;Code Paysage structure de l'académie
2012;Bac technologique;Masculin;622.0;24.0;55.0;27.0;77.0;0.0;0.0;3.0;3.0;11.89;18.01;7.03;21.0;79.01;203.0;10.16;0.0;5.07;1.0;1.0;5.0;Limoges;A22;TR3Z5
2012;Bac général;Masculin;6484.0;207.3;2487.0;257.0;809.0;50.05;272.0;126.0;518.0;19.25;54.7;20.3;283.05;76.05;193.0;211.18;23.45;146.35;214.1;73.1;145.0;Lyon;A10;KwdKs
2012;Bac technologique;Masculin;513.0;77.0;0.0;29.0;0.0;0.0;0.0;1.0;23.0;8.17;1.02;9.02;71.0;23.01;144.0;7.65;0.03;0.05;4.0;3.0;8.0;Martinique;A31;K54Y8
2012;Bac technologique;Féminin;2383.0;29.17;429.0;20.03;138.0;0.0;0.0;8.0;18.0;8.46;62.14;12.17;137.0;80.03;634.0;35.87;0.52;8.07;25.0;18.07;94.0;Nancy-Metz;A12;lPQ79
2012;Bac professionnel;Masculin;7745.0;41.16;159.0;17.0;23.0;0.0;0.0;0.0;0.0;99.25;661.86;50.0;524.0;133.0;618.0;17.74;1.5;1.0;12.0;2.0;2.0;Nantes;A17;aN9g0
2012;Bac technologique;Féminin;3776.0;75.27;460.0;59.05;128.0;0.0;1.0;3.0;13.0;20.65;94.04;46.27;730.0;137.05;561.0;55.19;2.38;18.11;74.0;47.11;50.0;Nantes;A17;aN9g0
2012;Bac technologique;Masculin;1551.0;50.0;272.0;27.0;186.0;0.0;0.0;6.0;55.0;26.32;19.08;9.08;71.0;50.03;467.0;29.02;0.46;20.2;4.0;1.0;5.0;Nice;A23;j565G
2012;Bac général;Féminin;8366.0;709.86;3477.1;96.15;715.0;47.0;26.0;203.0;465.0;15.2;56.45;67.91;280.0;90.05;422.0;233.02;3.35;168.87;149.0;120.76;155.0;Normandie;A70;jyY65
2012;Bac technologique;Féminin;3333.0;70.25;548.0;38.05;230.0;1.0;0.0;6.0;33.0;17.99;82.25;33.25;352.0;127.05;718.0;52.5;0.53;14.1;14.0;18.1;72.0;Normandie;A70;jyY65
2012;Bac général;Masculin;6585.0;370.21;2565.04;133.0;41.0;176.0;259.04;129.0;1021.0;20.5;18.07;33.25;259.04;25.04;59.0;122.53;76.02;443.97;283.25;32.21;186.72;Paris;A01;t4Slt
2012;Bac professionnel;Féminin;2152.0;86.21;157.0;10.0;0.0;0.0;0.0;0.0;0.0;47.18;49.0;15.04;137.21;54.0;151.0;11.63;3.26;3.0;6.0;0.0;6.0;Paris;A01;t4Slt
2012;Bac professionnel;Féminin;1978.0;26.12;73.0;2.0;6.0;0.0;0.0;0.0;0.0;13.87;109.19;29.14;100.0;51.0;175.0;8.14;0.06;0.0;3.0;0.0;2.0;Poitiers;A13;pIZ6B
2012;Bac technologique;Féminin;1615.0;55.09;257.02;36.02;60.0;0.0;0.0;3.0;11.0;7.24;54.19;30.12;102.0;68.02;313.0;24.45;0.07;10.05;6.0;14.05;18.0;Poitiers;A13;pIZ6B
2012;Bac général;Féminin;3061.0;516.38;1017.0;93.06;199.0;14.0;0.0;87.0;176.0;10.99;11.02;31.36;68.0;48.0;185.02;92.43;0.56;91.13;79.0;58.69;71.0;Reims;A19;qeGjv
2012;Bac général;Masculin;6535.0;238.31;2366.0;234.0;1066.0;93.05;156.0;142.0;654.0;14.13;12.1;37.36;216.0;59.05;162.0;232.69;9.52;265.5;103.0;84.14;178.0;Rennes;A14;Vb9DN
2012;Bac technologique;Masculin;3342.0;35.0;474.0;83.0;417.0;0.0;22.0;10.0;30.0;22.17;100.31;81.15;735.0;101.05;744.0;51.19;3.15;30.36;26.0;17.0;27.0;Rennes;A14;Vb9DN
2012;Bac général;Masculin;5356.0;332.22;2008.04;155.0;740.0;22.04;200.0;119.0;475.0;9.46;49.39;22.31;220.0;51.04;178.0;199.2;6.69;161.1;206.18;69.97;188.0;Toulouse;A16;ZpaDh
2012;Bac général;Féminin;16516.0;3717.77;4332.0;439.28;507.0;179.0;223.0;805.0;896.0;43.25;52.93;226.68;97.0;358.09;320.0;415.57;22.54;1051.76;331.56;530.08;120.19;Versailles;A25;AdzMb
2013;Bac général;Féminin;7424.0;913.0;3085.0;119.0;357.0;72.04;54.0;207.0;481.0;10.49;18.0;47.69;368.0;85.04;219.0;0.0;0.0;266.59;148.35;131.09;88.86;Aix-Marseille;A02;Nsga9
2013;Bac général;Masculin;2210.0;190.21;789.0;81.0;263.0;11.04;0.0;126.0;206.0;8.84;26.05;16.28;11.0;29.02;140.0;0.0;0.0;86.51;34.19;67.73;64.04;Besançon;A03;XTUly
2013;Bac technologique;Féminin;2781.0;67.09;456.0;62.0;130.0;0.0;0.0;17.0;12.0;11.7;36.05;27.05;254.14;127.0;587.0;0.0;0.0;53.89;17.4;22.12;40.25;Bordeaux;A04;DssZ6
2013;Bac technologique;Masculin;2779.0;51.18;351.0;128.0;276.0;0.0;0.0;33.0;29.0;21.84;153.27;21.14;187.05;103.0;859.0;0.0;0.0;45.94;18.4;11.9;13.25;Bordeaux;A04;DssZ6
2013;Bac général;Féminin;3061.0;393.41;1367.0;71.0;132.0;18.02;34.0;58.0;148.0;7.7;4.0;39.29;71.0;45.02;140.0;0.0;0.0;105.87;53.01;65.86;45.59;Clermont-Ferrand;A06;lE9Jm
2013;Bac général;Masculin;2342.0;223.22;824.0;122.0;345.0;20.04;22.0;76.0;219.0;11.94;8.0;17.29;39.0;34.02;79.0;0.0;0.0;103.44;42.01;63.45;20.59;Clermont-Ferrand;A06;lE9Jm
2013;Bac professionnel;Masculin;254.0;4.0;14.0;0.0;4.0;0.0;0.0;0.0;0.0;1.86;1.0;2.02;2.0;5.0;29.0;0.0;0.0;0.88;0.0;0.25;0.0;Corse;A27;V4RgR
2013;Bac professionnel;Féminin;3785.0;100.06;396.0;5.0;17.0;0.0;0.0;0.0;0.0;121.3;76.06;53.64;115.0;164.0;543.0;0.0;0.0;19.36;3.96;27.46;6.03;Créteil;A24;Um9ge
2013;Bac technologique;Masculin;4280.0;234.26;632.0;170.0;338.0;6.0;0.0;22.0;92.0;101.69;82.26;66.26;157.0;335.0;1066.0;0.0;0.0;77.99;25.0;35.77;38.41;Créteil;A24;Um9ge
2013;Bac général;Masculin;2900.0;313.27;1006.0;157.0;314.0;24.05;3.0;128.0;281.0;33.9;20.05;28.36;35.0;44.02;106.0;0.0;0.0;159.43;18.4;84.45;23.18;Dijon;A07;L357G
2013;Bac professionnel;Masculin;2424.0;14.0;68.0;9.0;37.0;0.0;0.0;0.0;0.0;94.15;166.05;16.11;115.0;84.0;308.0;0.0;0.0;5.76;0.02;3.63;1.01;Dijon;A07;L357G
2013;Bac technologique;Féminin;1437.0;58.05;208.0;41.0;74.0;0.0;0.0;2.0;13.0;16.33;23.02;31.09;113.0;110.0;241.0;0.0;0.0;30.27;17.18;15.09;54.05;Dijon;A07;L357G
2013;Bac général;Féminin;2497.0;321.36;1154.0;27.0;100.0;8.02;10.0;42.0;144.0;2.34;3.0;8.25;20.0;17.02;186.0;0.0;0.0;113.08;29.0;54.13;36.27;La Réunion;A28;nILBE
2013;Bac professionnel;Féminin;1033.0;25.02;314.0;0.0;1.0;0.0;0.0;0.0;0.0;6.74;24.02;5.16;8.0;19.0;117.0;0.0;0.0;3.98;0.0;1.07;0.02;La Réunion;A28;nILBE
2013;Bac général;Féminin;10056.0;304.5;5533.0;20.0;474.0;33.07;152.0;68.0;560.0;12.64;80.13;15.04;200.0;32.07;646.0;0.0;0.0;283.14;865.62;142.57;233.65;Lille;A09;kcTzp
2013;Bac général;Masculin;8022.0;157.78;4090.0;29.0;841.0;57.13;284.0;72.0;673.0;15.68;63.59;13.04;203.0;25.07;457.0;0.0;0.0;390.77;501.43;148.07;162.65;Lille;A09;kcTzp
2013;Bac général;Féminin;1126.0;625.16;0.0;39.0;0.0;9.01;0.0;21.0;92.0;2.06;1.0;3.11;20.0;16.01;78.0;0.0;0.0;44.52;16.0;34.72;16.11;Martinique;A31;K54Y8
2013;Bac général;Masculin;747.0;352.09;0.0;52.0;0.0;9.01;0.0;23.0;68.0;3.55;1.0;4.11;32.0;8.01;51.0;0.0;0.0;51.35;16.0;19.56;13.11;Martinique;A31;K54Y8
2013;Bac professionnel;Masculin;910.0;25.0;0.0;12.0;0.0;0.0;0.0;0.0;0.0;11.82;29.01;4.04;36.0;36.0;170.0;0.0;0.0;1.81;1.0;0.5;0.02;Martinique;A31;K54Y8
2013;Bac général;Féminin;549.0;301.09;108.0;29.0;0.0;2.0;0.0;7.0;0.0;0.59;0.0;4.06;0.0;29.0;10.0;0.0;0.0;15.13;0.0;8.89;4.0;Mayotte;A43;Q7yZw
2013;Bac professionnel;Féminin;245.0;87.0;15.0;6.0;0.0;0.0;0.0;0.0;0.0;0.94;0.0;4.04;0.0;23.0;13.0;0.0;0.0;1.0;0.0;0.28;0.0;Mayotte;A43;Q7yZw
2013;Bac professionnel;Masculin;253.0;67.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;2.12;0.0;3.02;0.0;56.0;5.0;0.0;0.0;1.0;0.0;0.28;0.0;Mayotte;A43;Q7yZw
2013;Bac technologique;Féminin;2710.0;83.08;648.0;48.0;90.0;0.0;0.0;8.0;22.0;14.18;4.0;19.16;225.0;84.0;539.0;0.0;0.0;46.65;7.01;29.85;30.3;Montpellier;A11;p095y
2013;Bac général;Féminin;9542.0;760.27;4236.0;169.0;431.0;31.06;152.0;193.0;348.0;18.18;105.09;72.88;528.0;97.06;288.0;0.0;0.0;361.83;716.84;196.78;88.95;Nantes;A17;aN9g0
2013;Bac général;Féminin;5456.0;855.62;1903.03;56.0;342.0;42.03;26.0;136.0;340.0;13.07;20.17;21.42;133.03;35.03;260.0;0.0;0.0;294.66;35.13;88.55;41.66;Nice;A23;j565G
2013;Bac professionnel;Masculin;2372.0;19.0;178.0;4.0;35.0;0.0;0.0;0.0;0.0;62.86;53.4;10.14;80.0;51.0;267.0;0.0;0.0;6.95;1.28;1.91;0.14;Nice;A23;j565G
2013;Bac technologique;Féminin;2353.0;83.07;344.0;59.0;115.0;0.0;0.0;7.0;11.0;10.68;82.07;39.14;144.0;159.0;448.0;0.0;0.0;44.0;16.11;31.94;53.27;Orléans-Tours;A18;K564L
2013;Bac professionnel;Féminin;1967.0;78.04;128.0;7.0;0.0;0.0;0.0;0.0;0.0;45.99;125.58;14.44;637.0;54.0;188.0;0.0;0.0;11.66;7.57;2.72;10.37;Paris;A01;t4Slt
2013;Bac technologique;Masculin;1599.0;53.18;274.0;107.0;31.0;0.0;24.0;20.0;37.0;16.57;54.27;17.13;198.04;49.0;326.0;0.0;0.0;52.6;125.21;12.8;7.95;Paris;A01;t4Slt
2013;Bac professionnel;Féminin;1761.0;14.02;68.0;5.0;4.0;0.0;0.0;0.0;0.0;15.64;83.22;39.24;93.0;46.0;169.0;0.0;0.0;7.19;2.04;1.71;1.0;Poitiers;A13;pIZ6B
2013;Bac professionnel;Masculin;2510.0;12.0;81.0;5.0;10.0;0.0;0.0;0.0;0.0;48.03;267.1;29.12;100.0;84.0;412.0;0.0;0.0;7.19;5.04;2.76;0.0;Poitiers;A13;pIZ6B
2013;Bac technologique;Féminin;1648.0;68.05;271.0;39.0;77.0;0.0;0.0;9.0;8.0;8.45;43.07;39.1;64.0;101.0;307.0;0.0;0.0;26.94;21.0;15.42;28.11;Poitiers;A13;pIZ6B
2013;Bac général;Masculin;5675.0;427.49;2185.04;145.0;698.0;39.09;219.0;160.0;465.0;17.65;20.18;19.72;247.0;57.04;186.0;0.0;0.0;326.78;215.76;117.9;204.98;Toulouse;A16;ZpaDh
2013;Bac technologique;Féminin;2833.0;74.09;453.0;56.0;249.0;0.0;0.0;4.0;10.0;8.49;47.18;49.18;241.0;103.0;522.0;0.0;0.0;44.48;40.17;29.21;29.0;Toulouse;A16;ZpaDh
2014;Bac professionnel;Féminin;3986.0;65.09;459.0;4.0;8.0;0.0;0.0;0.0;0.0;16.1;72.0;12.17;572.3;51.0;294.0;0.0;0.0;11.24;2.45;2.79;0.17;Aix-Marseille;A02;Nsga9
2014;Bac professionnel;Féminin;2947.0;52.05;194.0;0.0;16.0;0.0;0.0;0.0;0.0;17.33;34.05;22.29;89.0;45.0;351.0;0.0;0.0;8.18;0.04;7.77;2.07;Amiens;A20;qRVdr
2014;Bac technologique;Masculin;1637.0;83.05;214.0;60.03;175.0;1.0;0.0;4.0;21.0;32.42;85.29;50.08;96.0;81.0;440.0;0.0;0.0;31.97;5.05;17.23;30.04;Amiens;A20;qRVdr
2014;Bac professionnel;Féminin;1964.0;33.04;92.0;1.0;10.0;0.0;0.0;0.0;0.0;17.89;19.04;10.2;118.0;40.0;220.0;0.0;0.0;5.8;1.01;1.19;0.03;Clermont-Ferrand;A06;lE9Jm
2014;Bac technologique;Féminin;1193.0;58.04;193.0;39.0;55.0;0.0;0.0;2.0;5.0;6.39;10.04;24.04;92.0;77.0;249.0;0.0;0.0;18.28;9.04;17.43;22.08;Clermont-Ferrand;A06;lE9Jm
2014;Bac général;Féminin;4037.0;635.54;1561.0;157.05;178.0;19.0;6.0;144.0;228.0;8.55;29.02;40.26;87.0;105.0;129.0;0.0;0.0;168.97;47.4;82.31;70.19;Dijon;A07;L357G
2014;Bac technologique;Masculin;1395.0;47.05;164.0;83.02;182.0;0.0;0.0;9.0;39.0;37.8;46.07;19.07;84.0;103.0;366.0;0.0;0.0;21.98;3.15;9.56;6.05;Dijon;A07;L357G
2014;Bac général;Masculin;7248.0;990.74;2106.0;346.2;1035.0;122.0;30.0;270.05;526.0;43.09;22.0;81.2;113.0;94.0;228.0;0.0;0.0;361.25;25.44;166.11;121.99;Grenoble;A08;Ma7Zh
2014;Bac professionnel;Féminin;4388.0;87.1;192.0;6.0;11.0;0.0;0.0;0.0;0.0;76.57;76.54;58.54;336.0;75.0;307.0;0.0;0.0;15.07;1.3;3.34;2.05;Grenoble;A08;Ma7Zh
2014;Bac professionnel;Masculin;945.0;11.02;96.0;0.0;1.0;0.0;0.0;0.0;0.0;6.21;2.0;6.03;42.0;45.0;146.0;0.0;0.0;2.26;0.0;0.57;0.0;Guadeloupe;A32;e7zrb
2014;Bac général;Féminin;522.0;156.08;172.0;10.01;7.0;3.0;0.0;17.0;22.0;0.36;1.0;5.04;0.0;10.0;31.0;0.0;0.0;17.9;0.0;13.78;8.0;Guyane;A33;bG1mX
2014;Bac général;Masculin;351.0;96.05;86.0;15.01;20.0;4.0;0.0;12.0;18.0;0.41;1.0;6.01;0.0;5.0;28.0;0.0;0.0;19.78;0.0;14.78;1.0;Guyane;A33;bG1mX
2014;Bac technologique;Masculin;239.0;18.01;36.0;11.0;19.0;0.0;0.0;1.0;0.0;0.84;4.0;2.01;0.0;29.0;74.0;0.0;0.0;2.87;0.0;2.66;0.0;Guyane;A33;bG1mX
2014;Bac général;Féminin;2590.0;330.36;1235.0;23.03;93.0;11.0;14.0;47.0;146.0;2.72;13.02;13.17;35.0;11.0;159.0;0.0;0.0;118.24;26.0;39.65;36.22;La Réunion;A28;nILBE
2014;Bac technologique;Féminin;1321.0;48.03;399.0;10.0;36.0;0.0;0.0;2.0;15.0;2.12;16.03;7.03;31.0;41.0;428.0;0.0;0.0;20.57;3.0;7.08;11.03;La Réunion;A28;nILBE
2014;Bac technologique;Féminin;4547.0;27.13;1019.0;6.0;242.0;1.0;0.0;1.0;11.0;12.31;41.32;12.13;332.0;43.0;1068.0;0.0;0.0;58.07;169.46;25.74;130.76;Lille;A09;kcTzp
2014;Bac général;Féminin;1637.0;258.22;686.0;32.02;112.0;4.0;0.0;75.0;92.0;4.07;2.0;25.11;18.0;29.0;75.0;0.0;0.0;54.62;14.0;24.95;30.05;Limoges;A22;TR3Z5
2014;Bac général;Masculin;1235.0;145.15;440.0;61.04;195.0;16.0;0.0;68.01;101.0;3.19;8.0;8.04;17.0;19.0;49.0;0.0;0.0;59.29;5.0;25.96;9.05;Limoges;A22;TR3Z5
2014;Bac professionnel;Masculin;1212.0;7.02;41.0;1.0;2.0;0.0;0.0;0.0;0.0;19.9;30.0;10.03;36.0;65.0;178.0;0.0;0.0;2.63;0.0;0.65;0.01;Limoges;A22;TR3Z5
2014;Bac technologique;Féminin;660.0;34.02;90.0;22.0;68.0;0.0;0.0;3.0;1.0;7.32;1.0;12.02;27.0;56.0;140.0;0.0;0.0;9.35;4.0;7.9;14.01;Limoges;A22;TR3Z5
2014;Bac général;Féminin;8458.0;347.15;4377.0;159.1;452.0;12.0;178.0;96.0;410.0;8.18;34.3;40.2;539.35;72.0;267.0;0.0;0.0;259.1;415.36;117.38;95.01;Lyon;A10;KwdKs
2014;Bac professionnel;Féminin;4092.0;40.1;426.0;3.0;10.0;0.0;0.0;0.0;0.0;16.92;160.25;44.45;464.1;82.0;269.0;0.0;0.0;12.78;5.67;3.36;0.05;Lyon;A10;KwdKs
2014;Bac professionnel;Féminin;4003.0;49.08;579.0;5.0;5.0;0.0;0.0;0.0;0.0;18.48;55.16;27.45;438.0;44.0;326.0;0.0;0.0;10.51;4.43;2.67;1.1;Montpellier;A11;p095y
2014;Bac technologique;Masculin;2628.0;63.08;558.0;108.04;223.0;0.0;0.0;10.0;46.0;22.8;77.36;21.12;189.0;121.0;721.0;0.0;0.0;47.47;21.38;20.43;22.55;Montpellier;A11;p095y
2014;Bac professionnel;Féminin;3633.0;13.07;333.0;0.0;27.0;0.0;0.0;0.0;0.0;9.8;118.0;15.39;145.0;39.0;294.0;0.0;0.0;9.37;6.18;4.41;2.02;Nancy-Metz;A12;lPQ79
2014;Bac professionnel;Féminin;6079.0;35.11;193.0;8.0;3.0;0.0;0.0;0.0;0.0;26.71;181.38;56.55;601.06;67.0;378.0;0.0;0.0;16.07;10.89;4.71;2.08;Nantes;A17;aN9g0
2014;Bac général;Féminin;5569.0;854.67;1997.0;83.06;333.0;32.0;37.0;177.0;341.0;12.22;23.0;35.32;205.0;41.0;237.0;0.0;0.0;279.4;28.98;71.48;40.69;Nice;A23;j565G
2014;Bac professionnel;Féminin;4983.0;38.1;284.0;0.0;30.0;0.0;0.0;0.0;0.0;22.65;84.34;31.54;372.0;69.0;493.0;0.0;0.0;13.6;2.56;5.8;1.54;Normandie;A70;jyY65
2014;Bac général;Masculin;4713.0;516.54;1614.0;204.14;572.0;57.0;7.0;189.04;430.0;14.31;32.11;36.14;60.0;59.0;167.0;0.0;0.0;342.17;2.68;132.13;61.61;Orléans-Tours;A18;K564L
2014;Bac technologique;Féminin;2517.0;79.04;403.04;54.0;145.0;0.0;0.0;4.0;18.0;20.78;96.11;42.07;183.0;182.0;485.0;0.0;0.0;46.78;14.11;17.81;62.27;Orléans-Tours;A18;K564L
2014;Bac général;Féminin;8879.0;549.21;4086.0;197.11;683.0;48.0;123.0;164.0;477.0;9.73;14.05;76.58;452.0;71.0;220.0;2.0;0.0;483.73;89.71;161.73;139.84;Rennes;A14;Vb9DN
2014;Bac général;Masculin;6841.0;286.79;2657.0;219.21;1080.0;59.0;168.0;115.05;677.0;10.36;15.11;33.21;303.0;49.0;163.0;1.0;0.0;452.94;100.71;134.78;163.84;Rennes;A14;Vb9DN
2014;Bac professionnel;Masculin;5580.0;14.11;217.0;5.0;19.0;0.0;0.0;0.0;0.0;58.62;296.89;94.16;749.0;97.0;693.0;0.0;0.0;22.68;2.58;4.42;0.18;Rennes;A14;Vb9DN
2014;Bac technologique;Féminin;3459.0;49.11;472.0;69.0;193.0;0.0;14.0;2.0;13.0;8.0;27.16;74.11;605.0;127.0;516.0;3.0;0.0;90.52;22.68;43.55;34.82;Rennes;A14;Vb9DN
2014;Bac général;Féminin;7615.0;700.8;3408.22;137.09;405.0;22.0;94.0;123.0;498.0;11.56;24.31;34.44;357.04;66.0;240.0;0.0;0.0;249.85;343.75;104.18;111.9;Toulouse;A16;ZpaDh
2014;Bac général;Masculin;5494.0;368.53;2100.13;150.09;692.09;31.0;227.0;117.04;501.0;13.0;20.44;28.18;213.0;43.0;156.0;0.0;0.0;326.44;225.66;113.23;215.9;Toulouse;A16;ZpaDh
2014;Bac technologique;Masculin;5517.0;246.18;784.0;279.09;474.0;5.0;7.0;55.0;126.0;96.9;245.28;110.28;185.0;348.0;1249.0;0.0;0.0;189.54;68.91;40.5;29.69;Versailles;A25;AdzMb
2015;Bac professionnel;Féminin;3601.0;40.17;407.0;2.0;5.0;0.0;0.0;0.0;0.0;26.73;84.21;21.21;216.0;37.0;304.0;0.0;0.0;13.72;2.44;3.42;0.13;Aix-Marseille;A02;Nsga9
2015;Bac professionnel;Féminin;2681.0;50.11;196.0;4.0;20.0;0.0;0.0;0.0;0.0;20.11;55.05;28.14;102.0;45.0;342.0;0.0;0.0;11.21;0.05;6.27;2.05;Amiens;A20;qRVdr
2015;Bac technologique;Féminin;242.0;15.01;61.0;2.0;17.0;0.0;0.0;2.0;0.0;2.62;0.0;7.02;3.0;10.0;27.0;0.0;0.0;7.48;1.0;1.76;0.0;Corse;A27;V4RgR
2015;Bac général;Masculin;8321.0;1895.17;2178.0;335.13;554.0;93.07;13.0;510.07;641.0;49.13;29.63;103.85;165.0;131.0;244.0;0.0;0.0;645.13;183.71;247.8;21.31;Créteil;A24;Um9ge
2015;Bac professionnel;Masculin;5872.0;98.13;376.0;10.0;19.0;0.0;0.0;0.0;0.0;232.19;255.48;59.52;110.0;227.0;982.0;0.0;0.0;22.06;1.04;9.41;0.13;Créteil;A24;Um9ge
2015;Bac général;Féminin;4142.0;652.64;1636.0;143.0;185.0;21.0;7.0;141.0;203.0;22.13;35.0;46.34;107.0;98.0;146.0;0.0;0.0;168.68;50.39;91.53;53.32;Dijon;A07;L357G
2015;Bac technologique;Masculin;1431.0;59.07;211.0;72.0;181.0;0.0;0.0;8.0;33.0;30.99;48.0;21.0;68.0;85.02;378.0;0.0;0.0;27.31;6.11;11.34;3.01;Dijon;A07;L357G
2015;Bac général;Féminin;9662.0;1981.37;3053.0;269.0;641.0;90.0;17.0;253.0;375.0;47.79;18.0;178.73;246.0;145.0;225.0;0.0;0.0;451.19;48.01;162.17;126.1;Grenoble;A08;Ma7Zh
2015;Bac général;Masculin;7186.0;967.88;2090.0;337.1;1009.0;114.05;22.0;227.0;526.05;42.26;18.05;72.63;139.0;80.0;181.0;0.0;0.0;379.16;24.01;191.17;133.1;Grenoble;A08;Ma7Zh
2015;Bac technologique;Masculin;3150.0;112.15;359.0;151.0;455.0;11.0;12.0;20.0;38.0;120.7;118.05;57.0;239.0;135.05;679.0;0.0;0.0;72.6;6.37;21.97;2.42;Grenoble;A08;Ma7Zh
2015;Bac technologique;Féminin;632.0;42.01;136.03;12.0;17.0;0.0;0.0;2.0;12.0;1.52;1.09;5.06;47.0;64.0;151.0;0.0;0.0;10.05;0.0;3.97;1.0;Guadeloupe;A32;e7zrb
2015;Bac général;Féminin;2654.0;365.46;1306.0;26.0;82.0;4.0;8.0;43.0;147.0;4.85;23.08;16.24;34.0;16.0;145.0;0.0;0.0;162.7;25.0;55.59;13.16;La Réunion;A28;nILBE
2015;Bac technologique;Masculin;589.0;17.03;77.0;16.0;91.0;0.0;0.0;7.0;11.0;10.46;11.0;13.0;16.0;36.01;203.0;0.0;0.0;17.04;3.0;5.17;1.03;Limoges;A22;TR3Z5
2015;Bac général;Féminin;8809.0;408.34;4414.0;151.0;481.0;16.0;179.0;116.0;436.0;13.86;39.77;32.57;414.14;63.0;272.0;0.0;0.0;301.59;338.88;153.15;83.03;Lyon;A10;KwdKs
2015;Bac général;Féminin;1211.0;692.19;0.0;37.0;0.0;1.0;0.0;21.0;94.0;1.23;1.0;11.1;41.0;13.0;83.0;0.0;0.0;61.96;13.0;26.17;3.1;Martinique;A31;K54Y8
2015;Bac général;Masculin;753.0;370.12;0.0;34.01;0.0;6.01;0.0;21.01;83.0;1.44;2.0;10.09;25.0;10.0;50.0;0.0;0.0;54.81;14.0;15.17;3.1;Martinique;A31;K54Y8
2015;Bac général;Masculin;349.0;179.08;74.0;28.01;0.0;0.0;0.0;5.0;0.0;0.95;0.0;0.06;0.0;27.0;8.0;0.0;0.0;18.29;0.02;7.45;6.0;Mayotte;A43;Q7yZw
2015;Bac professionnel;Masculin;411.0;81.01;6.0;3.0;0.0;0.0;0.0;0.0;0.0;3.25;0.0;2.04;0.0;91.0;16.0;0.0;0.0;1.52;0.0;0.38;0.0;Mayotte;A43;Q7yZw
2015;Bac général;Masculin;5136.0;509.72;2046.0;199.08;460.0;44.04;88.0;197.04;393.0;17.33;41.12;27.4;210.12;44.0;147.0;0.0;0.0;318.35;47.03;178.52;26.1;Montpellier;A11;p095y
2015;Bac général;Masculin;4439.0;170.56;1990.07;85.07;716.0;23.04;21.0;99.04;444.0;12.17;33.21;16.46;75.0;26.0;151.0;0.0;0.0;240.45;63.25;102.81;24.66;Nancy-Metz;A12;lPQ79
2015;Bac général;Féminin;5774.0;894.82;2064.0;77.0;369.0;42.0;33.0;166.0;353.0;18.25;22.03;33.35;211.09;37.0;263.0;0.0;0.0;316.76;29.54;97.05;30.57;Nice;A23;j565G
2015;Bac général;Masculin;4300.0;470.53;1387.0;110.06;412.0;34.03;74.0;159.03;473.0;23.19;18.0;22.38;108.0;23.0;171.0;0.0;0.0;302.14;17.54;115.05;10.57;Nice;A23;j565G
2015;Bac professionnel;Masculin;2325.0;26.06;201.0;4.0;14.0;0.0;0.0;0.0;0.0;42.59;65.12;13.21;83.03;40.0;322.0;0.0;0.0;11.83;0.12;2.41;0.09;Nice;A23;j565G
2015;Bac technologique;Masculin;1923.0;59.09;398.0;48.0;197.0;2.0;0.0;6.0;64.0;25.57;21.09;29.0;101.0;43.03;495.0;0.0;0.0;54.76;4.47;10.8;1.04;Nice;A23;j565G
